	Date	Temp	Rain	zipcode	count	Day	Hour	Weekday	Lat	Lon	Type
936	2014-05-08-11	54	0.01	10019.0	4	8	11	3	40.76742	-73.986067	yellow
937	2014-05-08-11	54	0.01	10019.0	4	8	11	3	40.76742	-73.986067	yellow
938	2014-05-08-11	54	0.01	10028.0	4	8	11	3	40.77786	-73.956908	yellow
939	2014-05-08-11	54	0.01	10028.0	4	8	11	3	40.77786	-73.956908	yellow
940	2014-05-08-11	54	0.01	10028.0	4	8	11	3	40.77786	-73.956908	yellow
941	2014-05-08-11	54	0.01	10028.0	4	8	11	3	40.77786	-73.956908	yellow
942	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
943	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
944	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
945	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
946	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
947	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
948	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
949	2014-05-08-11	54	0.02	10014.0	8	8	11	3	40.733692	-74.001613	yellow
950	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
951	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
952	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
953	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
954	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
955	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
956	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
957	2014-05-08-11	54	0.02	10017.0	8	8	11	3	40.7533	-73.9783	uber
958	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
959	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
960	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
961	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
962	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
963	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
964	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
965	2014-05-08-11	54	0.02	10018.0	8	8	11	3	40.752163	-73.986992	yellow
966	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
967	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
968	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
969	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
970	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
971	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
972	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
973	2014-05-08-11	54	0.02	10019.0	8	8	11	3	40.76742	-73.986067	yellow
974	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
975	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
976	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
977	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
978	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
979	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
980	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
981	2014-05-08-11	54	0.02	10028.0	8	8	11	3	40.77786	-73.956908	yellow
982	2014-05-08-11	54	0.04	10014.0	4	8	11	3	40.733692	-74.001613	yellow
983	2014-05-08-11	54	0.04	10014.0	4	8	11	3	40.733692	-74.001613	yellow
984	2014-05-08-11	54	0.04	10014.0	4	8	11	3	40.733692	-74.001613	yellow
985	2014-05-08-11	54	0.04	10014.0	4	8	11	3	40.733692	-74.001613	yellow
986	2014-05-08-11	54	0.04	10017.0	4	8	11	3	40.7533	-73.9783	uber
987	2014-05-08-11	54	0.04	10017.0	4	8	11	3	40.7533	-73.9783	uber
988	2014-05-08-11	54	0.04	10017.0	4	8	11	3	40.7533	-73.9783	uber
989	2014-05-08-11	54	0.04	10017.0	4	8	11	3	40.7533	-73.9783	uber
990	2014-05-08-11	54	0.04	10018.0	4	8	11	3	40.752163	-73.986992	yellow
991	2014-05-08-11	54	0.04	10018.0	4	8	11	3	40.752163	-73.986992	yellow
992	2014-05-08-11	54	0.04	10018.0	4	8	11	3	40.752163	-73.986992	yellow
993	2014-05-08-11	54	0.04	10018.0	4	8	11	3	40.752163	-73.986992	yellow
994	2014-05-08-11	54	0.04	10019.0	4	8	11	3	40.76742	-73.986067	yellow
995	2014-05-08-11	54	0.04	10019.0	4	8	11	3	40.76742	-73.986067	yellow
996	2014-05-08-11	54	0.04	10019.0	4	8	11	3	40.76742	-73.986067	yellow
997	2014-05-08-11	54	0.04	10019.0	4	8	11	3	40.76742	-73.986067	yellow
998	2014-05-08-11	54	0.04	10028.0	4	8	11	3	40.77786	-73.956908	yellow
999	2014-05-08-11	54	0.04	10028.0	4	8	11	3	40.77786	-73.956908	yellow
1000	2014-05-08-11	54	0.04	10028.0	4	8	11	3	40.77786	-73.956908	yellow
1001	2014-05-08-11	54	0.04	10028.0	4	8	11	3	40.77786	-73.956908	yellow
1002	2014-05-08-12	53	0.03	10001.0	2	8	12	3	40.745	-73.9949	uber
1003	2014-05-08-12	53	0.03	10001.0	2	8	12	3	40.745	-73.9949	uber
1004	2014-05-08-12	53	0.03	10017.0	2	8	12	3	40.7572	-73.9763	uber
1005	2014-05-08-12	53	0.03	10017.0	2	8	12	3	40.7572	-73.9763	uber
1006	2014-05-08-12	53	0.03	10019.0	2	8	12	3	40.7499	-73.9877	uber
1007	2014-05-08-12	53	0.03	10019.0	2	8	12	3	40.7499	-73.9877	uber
1008	2014-05-08-12	54	0.04	10001.0	2	8	12	3	40.745	-73.9949	uber
1009	2014-05-08-12	54	0.04	10001.0	2	8	12	3	40.745	-73.9949	uber
1010	2014-05-08-12	54	0.04	10017.0	2	8	12	3	40.7572	-73.9763	uber
1011	2014-05-08-12	54	0.04	10017.0	2	8	12	3	40.7572	-73.9763	uber
1012	2014-05-08-12	54	0.04	10019.0	2	8	12	3	40.7499	-73.9877	uber
1013	2014-05-08-12	54	0.04	10019.0	2	8	12	3	40.7499	-73.9877	uber
1014	2014-05-08-13	54	0.02	10013.0	1	8	13	3	40.7174	-74.009	uber
1015	2014-05-08-13	54	0.02	10017.0	2	8	13	3	40.7554	-73.9795	uber
1016	2014-05-08-13	54	0.02	10017.0	2	8	13	3	40.7554	-73.9795	uber
1017	2014-05-08-13	54	0.02	10019.0	1	8	13	3	40.7654	-73.9817	uber
1018	2014-05-08-13	54	0.02	10036.0	1	8	13	3	40.7607	-73.9991	uber
1019	2014-05-08-14	55	0.01	10001.0	1	8	14	3	40.7474	-73.9856	uber
1020	2014-05-08-14	55	0.01	10019.0	1	8	14	3	40.764252	-73.98513	yellow
1021	2014-05-08-14	55	0.01	11201.0	1	8	14	3	40.6875	-74.0005	uber
1022	2014-05-08-15	56	0	10016.0	1	8	15	3	40.7504	-73.9788	uber
1023	2014-05-08-15	56	0	11221.0	1	8	15	3	40.6885	-73.9377	uber
1024	2014-05-08-15	56	0	11222.0	1	8	15	3	40.7275	-73.9362	uber
1025	2014-05-08-16	56	0	10001.0	1	8	16	3	40.7438	-73.9881	uber
1026	2014-05-08-16	56	0	10011.0	1	8	16	3	40.741932	-74.004743	yellow
1027	2014-05-08-16	56	0	10014.0	1	8	16	3	40.7345	-74.0022	uber
1028	2014-05-08-16	56	0	10016.0	1	8	16	3	40.7508	-73.9784	uber
1029	2014-05-08-16	56	0	10017.0	1	8	16	3	40.7532	-73.9743	uber
1030	2014-05-08-16	56	0	10707.0	1	8	16	3	40.9611	-73.8273	uber
1031	2014-05-08-17	56	0	10002.0	1	8	17	3	40.717468	-73.988701	yellow
1032	2014-05-08-17	56	0	10013.0	1	8	17	3	40.7227	-74.0035	uber
1033	2014-05-08-17	56	0	10018.0	1	8	17	3	40.7544	-73.9881	uber
1034	2014-05-08-17	56	0	10035.0	1	8	17	3	40.775024	-73.956694	yellow
1035	2014-05-08-18	56	0	10003.0	1	8	18	3	40.730685	-73.991915	yellow
1036	2014-05-08-18	56	0	10014.0	1	8	18	3	40.737016	-74.005381	yellow
1037	2014-05-08-18	56	0	10019.0	1	8	18	3	40.7646	-73.9824	uber
1038	2014-05-08-18	56	0	10022.0	1	8	18	3	40.7612	-73.9709	uber
1039	2014-05-08-18	56	0	10024.0	1	8	18	3	40.789945	-73.975288	yellow
1040	2014-05-08-18	56	0	10128.0	1	8	18	3	40.77838	-73.945453	yellow
1041	2014-05-08-19	57	0	10001.0	2	8	19	3	40.749942	-74.00371	yellow
1042	2014-05-08-19	57	0	10001.0	2	8	19	3	40.749152	-73.995547	yellow
1043	2014-05-08-19	57	0	10003.0	2	8	19	3	40.72943	-73.993347	yellow
1044	2014-05-08-19	57	0	10003.0	2	8	19	3	40.7312	-73.9938	uber
1045	2014-05-08-19	57	0	10022.0	1	8	19	3	40.758612	-73.963447	yellow
1046	2014-05-08-19	57	0	10023.0	1	8	19	3	40.77425	-73.97914	yellow
1047	2014-05-08-19	57	0	10028.0	2	8	19	3	40.778432	-73.955055	yellow
1048	2014-05-08-19	57	0	10028.0	2	8	19	3	40.7783	-73.9628	uber
1049	2014-05-08-19	57	0	10037.0	1	8	19	3	40.7561	-73.9746	uber
1050	2014-05-08-19	57	0	11377.0	1	8	19	3	40.773075	-73.885367	yellow
1051	2014-05-08-19	57	0	11434.0	2	8	19	3	40.645	-73.782	uber
1052	2014-05-08-19	57	0	11434.0	2	8	19	3	40.645	-73.782	uber
1053	2014-05-08-20	56	0	10011.0	1	8	20	3	40.7394	-74.0018	uber
1054	2014-05-08-20	56	0	10014.0	1	8	20	3	40.7397	-74.0063	uber
1055	2014-05-08-20	56	0	10016.0	1	8	20	3	40.744372	-73.979163	yellow
1056	2014-05-08-20	56	0	10035.0	1	8	20	3	40.753667	-73.97197	yellow
1057	2014-05-08-20	56	0	10111.0	1	8	20	3	40.7595	-73.9793	uber
1058	2014-05-08-20	56	0	11215.0	1	8	20	3	40.6738	-73.9739	uber
1059	2014-05-08-21	57	0	10021.0	2	8	21	3	40.772332	-73.966567	yellow
1060	2014-05-08-21	57	0	10021.0	2	8	21	3	40.774007	-73.963702	yellow
1061	2014-05-08-21	57	0	10022.0	1	8	21	3	40.755781	-73.97498	yellow
1062	2014-05-08-21	57	0	10037.0	1	8	21	3	40.762721	-73.967937	yellow
1063	2014-05-08-21	57	0	10128.0	1	8	21	3	40.78225	-73.957865	yellow
1064	2014-05-08-22	56	0	10014.0	1	8	22	3	40.7327	-74.0022	uber
1065	2014-05-08-22	56	0	10016.0	1	8	22	3	40.747997	-73.978835	yellow
1066	2014-05-08-22	56	0	10022.0	1	8	22	3	40.75705	-73.968795	yellow
1067	2014-05-08-22	56	0	10023.0	1	8	22	3	40.7773	-73.9806	uber
1068	2014-05-08-23	56	0	10010.0	1	8	23	3	40.7439	-73.9893	uber
1069	2014-05-08-23	56	0	10036.0	1	8	23	3	40.7582	-73.9803	uber
1070	2014-05-09-00	55	0	10022.0	2	9	0	4	40.7628	-73.9715	uber
1071	2014-05-09-00	55	0	10022.0	2	9	0	4	40.7596	-73.9738	uber
1072	2014-05-09-00	55	0	10023.0	1	9	0	4	40.778949	-73.977693	yellow
1073	2014-05-09-00	55	0	10035.0	1	9	0	4	40.774287	-73.957132	yellow
1074	2014-05-09-00	55	0	11211.0	1	9	0	4	40.714468	-73.957257	yellow
1075	2014-05-09-02	56	0	10002.0	1	9	2	4	40.718665	-73.983367	yellow
1076	2014-05-09-02	56	0	10003.0	1	9	2	4	40.7375	-73.9915	uber
1077	2014-05-09-02	56	0	10014.0	1	9	2	4	40.729592	-73.998462	yellow
1078	2014-05-09-05	56	0	10019.0	1	9	5	4	40.7642	-73.977	uber
1079	2014-05-09-06	56	0.01	10010.0	1	9	6	4	40.7379	-73.9851	uber
1080	2014-05-09-06	56	0.01	10018.0	1	9	6	4	40.755875	-73.990193	yellow
1081	2014-05-09-06	56	0.01	10023.0	1	9	6	4	40.7784	-73.9855	uber
1082	2014-05-09-07	55	0.03	10018.0	3	9	7	4	40.75606	-73.991107	yellow
1083	2014-05-09-07	55	0.03	10018.0	3	9	7	4	40.75606	-73.991107	yellow
1084	2014-05-09-07	55	0.03	10018.0	3	9	7	4	40.75606	-73.991107	yellow
1085	2014-05-09-07	55	0.03	10019.0	3	9	7	4	40.767804	-73.993121	yellow
1086	2014-05-09-07	55	0.03	10019.0	3	9	7	4	40.767804	-73.993121	yellow
1087	2014-05-09-07	55	0.03	10019.0	3	9	7	4	40.767804	-73.993121	yellow
1088	2014-05-09-07	55	0.03	11201.0	3	9	7	4	40.696292	-73.995453	yellow
1089	2014-05-09-07	55	0.03	11201.0	3	9	7	4	40.696292	-73.995453	yellow
1090	2014-05-09-07	55	0.03	11201.0	3	9	7	4	40.696292	-73.995453	yellow
1091	2014-05-09-07	55	0.04	10018.0	6	9	7	4	40.75606	-73.991107	yellow
1092	2014-05-09-07	55	0.04	10018.0	6	9	7	4	40.75606	-73.991107	yellow
1093	2014-05-09-07	55	0.04	10018.0	6	9	7	4	40.75606	-73.991107	yellow
1094	2014-05-09-07	55	0.04	10018.0	6	9	7	4	40.75606	-73.991107	yellow
1095	2014-05-09-07	55	0.04	10018.0	6	9	7	4	40.75606	-73.991107	yellow
1096	2014-05-09-07	55	0.04	10018.0	6	9	7	4	40.75606	-73.991107	yellow
1097	2014-05-09-07	55	0.04	10019.0	6	9	7	4	40.767804	-73.993121	yellow
1098	2014-05-09-07	55	0.04	10019.0	6	9	7	4	40.767804	-73.993121	yellow
1099	2014-05-09-07	55	0.04	10019.0	6	9	7	4	40.767804	-73.993121	yellow
1100	2014-05-09-07	55	0.04	10019.0	6	9	7	4	40.767804	-73.993121	yellow
1101	2014-05-09-07	55	0.04	10019.0	6	9	7	4	40.767804	-73.993121	yellow
1102	2014-05-09-07	55	0.04	10019.0	6	9	7	4	40.767804	-73.993121	yellow
1103	2014-05-09-07	55	0.04	11201.0	6	9	7	4	40.696292	-73.995453	yellow
1104	2014-05-09-07	55	0.04	11201.0	6	9	7	4	40.696292	-73.995453	yellow
1105	2014-05-09-07	55	0.04	11201.0	6	9	7	4	40.696292	-73.995453	yellow
1106	2014-05-09-07	55	0.04	11201.0	6	9	7	4	40.696292	-73.995453	yellow
1107	2014-05-09-07	55	0.04	11201.0	6	9	7	4	40.696292	-73.995453	yellow
1108	2014-05-09-07	55	0.04	11201.0	6	9	7	4	40.696292	-73.995453	yellow
1109	2014-05-09-08	55	0	10001.0	1	9	8	4	40.7449	-73.9951	uber
1110	2014-05-09-08	55	0	10003.0	1	9	8	4	40.7288	-73.9846	uber
1111	2014-05-09-08	55	0	10011.0	1	9	8	4	40.739644	-74.001711	yellow
1112	2014-05-09-08	55	0	10013.0	1	9	8	4	40.725564	-74.00466	yellow
1113	2014-05-09-08	55	0	10036.0	1	9	8	4	40.757825	-73.988821	yellow
1114	2014-05-09-08	55	0	11368.0	1	9	8	4	40.77	-73.8665	uber
1115	2014-05-09-08	55	0	11434.0	1	9	8	4	40.646792	-73.790447	yellow
1116	2014-05-09-09	56	0	10011.0	1	9	9	4	40.739015	-73.999063	yellow
1117	2014-05-09-09	56	0	10036.0	1	9	9	4	40.758505	-73.989338	yellow
1118	2014-05-09-09	56	0	11434.0	1	9	9	4	40.648916	-73.782825	yellow
1119	2014-05-09-10	55	0	10014.0	1	9	10	4	40.7363	-74.0027	uber
1120	2014-05-09-10	55	0	10022.0	3	9	10	4	40.773767	-73.977822	yellow
1121	2014-05-09-10	55	0	10022.0	3	9	10	4	40.753532	-73.966702	yellow
1122	2014-05-09-10	55	0	10022.0	3	9	10	4	40.764392	-73.973427	yellow
1123	2014-05-09-10	55	0	10128.0	1	9	10	4	40.778751	-73.948662	yellow
1124	2014-05-09-11	55	0	10001.0	1	9	11	4	40.7512	-73.9926	uber
1125	2014-05-09-11	55	0	10002.0	1	9	11	4	40.72265	-73.99798	yellow
1126	2014-05-09-11	55	0	10025.0	1	9	11	4	40.792766	-73.975201	yellow
1127	2014-05-09-12	56	0	10001.0	1	9	12	4	40.749324	-73.987183	yellow
1128	2014-05-09-12	56	0	10017.0	1	9	12	4	40.7514	-73.9761	uber
1129	2014-05-09-12	56	0	10023.0	1	9	12	4	40.7689	-73.9813	uber
1130	2014-05-09-13	59	0	10011.0	1	9	13	4	40.7408	-73.9973	uber
1131	2014-05-09-14	60	0	10004.0	1	9	14	4	40.701832	-74.012057	yellow
1132	2014-05-09-14	60	0	10023.0	1	9	14	4	40.780607	-73.982977	yellow
1133	2014-05-09-14	60	0	10038.0	1	9	14	4	40.708836	-74.002339	yellow
1134	2014-05-09-15	59	0	10013.0	1	9	15	4	40.7234	-74.0061	uber
1135	2014-05-09-15	59	0	10018.0	1	9	15	4	40.751221	-73.986818	yellow
1136	2014-05-09-15	59	0	10019.0	1	9	15	4	40.7666	-73.9788	uber
1137	2014-05-09-15	59	0	10022.0	1	9	15	4	40.762	-73.9717	uber
1138	2014-05-09-15	59	0	10028.0	1	9	15	4	40.7774	-73.9625	uber
1139	2014-05-09-15	59	0	10038.0	1	9	15	4	40.711	-74.0057	uber
1140	2014-05-09-16	60	0	10005.0	1	9	16	4	40.7045	-74.0084	uber
1141	2014-05-09-16	60	0	10009.0	1	9	16	4	40.723777	-73.987851	yellow
1142	2014-05-09-16	60	0	10014.0	1	9	16	4	40.7371	-74.0038	uber
1143	2014-05-09-16	60	0	10017.0	2	9	16	4	40.7558	-73.9729	uber
1144	2014-05-09-16	60	0	10017.0	2	9	16	4	40.7559	-73.9771	uber
1145	2014-05-09-16	60	0	10028.0	3	9	16	4	40.77861	-73.96053	yellow
1146	2014-05-09-16	60	0	10028.0	3	9	16	4	40.776457	-73.955567	yellow
1147	2014-05-09-16	60	0	10028.0	3	9	16	4	40.7774	-73.9547	uber
1148	2014-05-09-16	60	0	10128.0	1	9	16	4	40.78379	-73.952438	yellow
1149	2014-05-09-17	62	0	10007.0	1	9	17	4	40.7163	-74.0126	uber
1150	2014-05-09-17	62	0	10013.0	1	9	17	4	40.7273	-74.0073	uber
1151	2014-05-09-17	62	0	10022.0	1	9	17	4	40.7611	-73.9712	uber
1152	2014-05-09-17	62	0	10128.0	1	9	17	4	40.7822	-73.9598	uber
1153	2014-05-09-18	60	0	10001.0	3	9	18	4	40.750121	-73.991054	yellow
1154	2014-05-09-18	60	0	10001.0	3	9	18	4	40.7503	-73.9945	uber
1155	2014-05-09-18	60	0	10001.0	3	9	18	4	40.7446	-73.9947	uber
1156	2014-05-09-18	60	0	10002.0	1	9	18	4	40.715	-73.9922	uber
1157	2014-05-09-18	60	0	10023.0	1	9	18	4	40.771048	-73.98366	yellow
1158	2014-05-09-18	60	0	10024.0	1	9	18	4	40.7822	-73.976	uber
1159	2014-05-09-19	61	0	10003.0	1	9	19	4	40.7268	-73.9859	uber
1160	2014-05-09-19	61	0	10019.0	1	9	19	4	40.7636	-73.9912	uber
1161	2014-05-09-19	61	0	10025.0	1	9	19	4	40.803095	-73.96758	yellow
1162	2014-05-09-19	61	0	11218.0	1	9	19	4	40.6473	-73.9751	uber
1163	2014-05-09-20	62	0	10011.0	1	9	20	4	40.734749	-73.998101	yellow
1164	2014-05-09-20	62	0	10016.0	1	9	20	4	40.747977	-73.976484	yellow
1165	2014-05-09-20	62	0	10019.0	1	9	20	4	40.76728	-73.983642	yellow
1166	2014-05-09-20	62	0	10282.0	1	9	20	4	40.71606	-74.015395	yellow
1167	2014-05-09-20	62	0	11201.0	1	9	20	4	40.6894	-74.0007	uber
1168	2014-05-09-21	62	0	10003.0	1	9	21	4	40.729966	-73.994381	yellow
1169	2014-05-09-21	62	0	10022.0	1	9	21	4	40.7626	-73.9733	uber
1170	2014-05-09-22	62	0	10001.0	1	9	22	4	40.745	-73.9888	uber
1171	2014-05-09-22	62	0	10009.0	1	9	22	4	40.7237	-73.9835	uber
1172	2014-05-09-22	62	0	10011.0	1	9	22	4	40.751999999999995	-73.9932	uber
1173	2014-05-09-22	62	0	10018.0	1	9	22	4	40.7479	-74.008	uber
1174	2014-05-09-22	62	0	10036.0	2	9	22	4	40.758902	-73.984882	yellow
1175	2014-05-09-22	62	0	10036.0	2	9	22	4	40.7637	-73.9973	uber
1176	2014-05-09-22	62	0	11222.0	1	9	22	4	40.726	-73.9398	uber
1177	2014-05-09-23	62	0	10001.0	1	9	23	4	40.7444	-73.9889	uber
1178	2014-05-09-23	62	0	10011.0	1	9	23	4	40.74183	-74.00277	yellow
1179	2014-05-09-23	62	0	10014.0	1	9	23	4	40.734012	-74.005241	yellow
1180	2014-05-09-23	62	0	10016.0	1	9	23	4	40.7537	-73.9772	uber
1181	2014-05-09-23	62	0	11206.0	1	9	23	4	40.704772	-73.93433	yellow
1182	2014-05-10-00	62	0	10003.0	1	10	0	5	40.725105	-73.992147	yellow
1183	2014-05-10-00	62	0	11206.0	1	10	0	5	40.692	-73.9519	uber
1184	2014-05-10-00	62	0	11211.0	1	10	0	5	40.724000000000004	-73.9511	uber
1185	2014-05-10-01	62	0	10014.0	1	10	1	5	40.74086	-74.007632	yellow
1186	2014-05-10-01	62	0	10016.0	1	10	1	5	40.743377	-73.984373	yellow
1187	2014-05-10-01	62	0	10019.0	1	10	1	5	40.767035	-73.979252	yellow
1188	2014-05-10-01	62	0	11211.0	1	10	1	5	40.717312	-73.958247	yellow
1189	2014-05-10-02	62	0	10014.0	1	10	2	5	40.738212	-74.008235	yellow
1190	2014-05-10-02	62	0	11237.0	1	10	2	5	40.699472	-73.910892	yellow
1191	2014-05-10-03	62	0	10014.0	1	10	3	5	40.733227	-74.002477	yellow
1192	2014-05-10-03	62	0	10016.0	1	10	3	5	40.746775	-73.98568	yellow
1193	2014-05-10-04	61	0	10018.0	1	10	4	5	40.753195	-73.983677	yellow
1194	2014-05-10-05	60	0	10023.0	1	10	5	5	40.778768	-73.985754	yellow
1195	2014-05-10-07	57	0	11221.0	1	10	7	5	40.6854	-73.9315	uber
1196	2014-05-10-08	58	0	10001.0	1	10	8	5	40.7481	-73.9935	uber
1197	2014-05-10-09	60	0	10003.0	1	10	9	5	40.735	-73.9919	uber
1198	2014-05-10-09	60	0	10021.0	1	10	9	5	40.77003	-73.957525	yellow
1199	2014-05-10-09	60	0	10023.0	1	10	9	5	40.778287	-73.982668	yellow
1200	2014-05-10-09	60	0	10128.0	1	10	9	5	40.781188	-73.949268	yellow
1201	2014-05-10-10	60	0	10017.0	1	10	10	5	40.750227	-73.968672	yellow
1202	2014-05-10-10	60	0	10019.0	1	10	10	5	40.764817	-73.98125	yellow
1203	2014-05-10-10	60	0	10031.0	1	10	10	5	40.8257	-73.9527	uber
1204	2014-05-10-10	60	0	10036.0	1	10	10	5	40.756985	-73.99003	yellow
1205	2014-05-10-11	61	0	10001.0	1	10	11	5	40.7382	-74.0	uber
1206	2014-05-10-11	61	0	10003.0	1	10	11	5	40.733405	-73.989897	yellow
1207	2014-05-10-11	61	0	10016.0	1	10	11	5	40.747477	-73.972603	yellow
1208	2014-05-10-11	61	0	10029.0	1	10	11	5	40.784507	-73.947124	yellow
1209	2014-05-10-12	63	0	10003.0	1	10	12	5	40.734911	-73.990954	yellow
1210	2014-05-10-12	63	0	10013.0	1	10	12	5	40.7196	-74.0004	uber
1211	2014-05-10-12	63	0	10019.0	1	10	12	5	40.7583	-73.9864	uber
1212	2014-05-10-12	63	0	10280.0	1	10	12	5	40.708415	-74.017032	yellow
1213	2014-05-10-13	65	0	10012.0	1	10	13	5	40.7226	-73.9932	uber
1214	2014-05-10-14	70	0	10001.0	1	10	14	5	40.75162	-73.992142	yellow
1215	2014-05-10-14	70	0	10002.0	1	10	14	5	40.724000000000004	-73.9922	uber
1216	2014-05-10-14	70	0	10006.0	1	10	14	5	40.7158	-74.0165	uber
1217	2014-05-10-14	70	0	10011.0	1	10	14	5	40.740007	-73.995232	yellow
1218	2014-05-10-14	70	0	10037.0	1	10	14	5	40.7922	-73.9264	uber
1219	2014-05-10-14	70	0	11103.0	1	10	14	5	40.7644	-73.916	uber
1220	2014-05-10-15	75	0	10021.0	2	10	15	5	40.76948	-73.957672	yellow
1221	2014-05-10-15	75	0	10021.0	2	10	15	5	40.7718	-73.9612	uber
1222	2014-05-10-15	75	0	10022.0	1	10	15	5	40.7736	-73.9779	uber
1223	2014-05-10-15	75	0	10035.0	1	10	15	5	40.755792	-73.971192	yellow
1224	2014-05-10-15	75	0	10453.0	1	10	15	5	40.8485	-73.9119	uber
1225	2014-05-10-15	75	0	11226.0	1	10	15	5	40.6425	-73.9575	uber
1226	2014-05-10-16	80	0	10003.0	1	10	16	5	40.7078	-74.0102	uber
1227	2014-05-10-16	80	0	10014.0	1	10	16	5	40.7351	-74.006	uber
1228	2014-05-10-16	80	0	10017.0	1	10	16	5	40.7524	-73.9669	uber
1229	2014-05-10-16	80	0	10019.0	1	10	16	5	40.733037	-73.999913	yellow
1230	2014-05-10-16	80	0	10022.0	2	10	16	5	40.759597	-73.975902	yellow
1231	2014-05-10-16	80	0	10022.0	2	10	16	5	40.7595	-73.9761	uber
1232	2014-05-10-16	80	0	11215.0	1	10	16	5	40.6698	-73.991	uber
1233	2014-05-10-17	82	0	10011.0	1	10	17	5	40.7425	-74.0005	uber
1234	2014-05-10-17	82	0	10014.0	1	10	17	5	40.7333	-74.0063	uber
1235	2014-05-10-17	82	0	10016.0	1	10	17	5	40.745339	-73.98567	yellow
1236	2014-05-10-17	82	0	10021.0	1	10	17	5	40.770587	-73.95116	yellow
1237	2014-05-10-18	73	0.03	10003.0	1	10	18	5	40.736999999999995	-73.9918	uber
1238	2014-05-10-18	73	0.03	11201.0	1	10	18	5	40.6911	-73.9844	uber
1239	2014-05-10-18	73	0.03	11231.0	1	10	18	5	40.6862	-73.9974	uber
1240	2014-05-10-18	73	0.03	11434.0	1	10	18	5	40.646832	-73.790025	yellow
1241	2014-05-10-19	76	0	10012.0	1	10	19	5	40.7297	-73.9967	uber
1242	2014-05-10-19	76	0	10019.0	1	10	19	5	40.745344	-73.991051	yellow
1243	2014-05-10-19	76	0	10023.0	1	10	19	5	40.7717	-73.983	uber
1244	2014-05-10-19	76	0	11434.0	1	10	19	5	40.646822	-73.786618	yellow
1245	2014-05-10-21	65	0.21	10001.0	4	10	21	5	40.751302	-73.99418	yellow
1246	2014-05-10-21	65	0.21	10001.0	4	10	21	5	40.751302	-73.99418	yellow
1247	2014-05-10-21	65	0.21	10001.0	4	10	21	5	40.751302	-73.99418	yellow
1248	2014-05-10-21	65	0.21	10001.0	4	10	21	5	40.751302	-73.99418	yellow
1249	2014-05-10-21	65	0.21	10002.0	4	10	21	5	40.7124	-73.9955	uber
1250	2014-05-10-21	65	0.21	10002.0	4	10	21	5	40.7124	-73.9955	uber
1251	2014-05-10-21	65	0.21	10002.0	4	10	21	5	40.7124	-73.9955	uber
